Date,Latitude,Longitude,dist_2011-08-29 00:00:00,dist_2011-09-07 00:00:00,dist_2013-07-17 00:00:00,dist_2013-07-25 00:00:00,dist_2013-08-08 00:00:00,dist_2013-08-15 00:00:00,dist_2013-08-16 00:00:00,dist_2013-08-22 00:00:00,dist_2013-08-29 00:00:00,dist_2013-09-05 00:00:00,days_2011-08-29 00:00:00,days_2011-09-07 00:00:00,days_2013-07-17 00:00:00,days_2013-07-25 00:00:00,days_2013-08-08 00:00:00,days_2013-08-15 00:00:00,days_2013-08-16 00:00:00,days_2013-08-22 00:00:00,days_2013-08-29 00:00:00,days_2013-09-05 00:00:00
2007-05-29,41.688324,-87.676709,52.88517197001056,20.193796974605462,1.9880629639890592,17.455542519633998,15.872227197904204,14.237647928176385,15.824557280838153,3.4828906728358646,4.990094747390352,21.6568381392297,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.720848,-87.666014,51.06150996646789,18.234962074113465,0.16842406981758618,15.310063626692862,13.659711095026742,12.248105644474865,13.802109395947985,2.2611820832695644,3.031135082962676,19.84512359360096,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.731922,-87.677512,50.11849458830184,17.314920328261707,0.3445062829790505,14.46341155874035,12.864349872715685,11.333220855903228,12.898927858281835,2.8508245907854133,2.0818385610148837,18.8965555904163,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.732984,-87.649642,50.669839931228836,17.77277470798951,0.00912157852237917,14.658388727185567,12.899165560191836,11.789201238713684,13.298064779738526,1.4362916240912216,2.929726280520266,19.507599499467293,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.862292,-87.64886,42.860200731243246,10.271628460798764,8.220944177292147,6.326835122768622,4.168725165838141,5.282698379363251,6.067387520713398,3.088242350308408,5.778194423975939,11.877982144169653,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.867108,-87.654224,42.43245122468743,9.84098679632629,8.55303942573569,5.89934280585179,3.76108748039428,4.915996396197671,5.653869840237368,2.7256715083176344,5.981222471216655,11.44605935418515,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.891118,-87.65449100000002,41.01961222113311,8.726464087385484,9.276544993647676,4.548745933167615,2.2546853044388637,4.690622353974839,4.942070783731846,2.437425220354196,5.970737248961604,10.177214906385814,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.891126,-87.61156,42.250334951770405,10.552096450920535,10.320208137750685,6.233063208619031,3.918801611533209,6.896279793835103,7.0857496613740025,4.638763781399682,6.711225934532657,11.804274998398716,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.896282,-87.655232,40.699077498589475,8.481519419907478,8.971282155751606,4.2619111220333075,1.9412827517485607,4.675002496691939,4.815499180413401,2.46180506692066,5.61289920179371,9.8945803686722,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.907645,-87.760886,37.31904312635707,4.442607896347297,6.230935751330701,2.4797163824545194,2.409014265919672,0.00793159128333959,0.6339249441827974,2.047353825050412,5.762812765337882,6.291236156689148,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.919343,-87.694259,38.28118458784005,5.923284550069623,6.503569507371193,1.7493204685291652,0.0042459668353750715,2.7179324646064185,2.7486382591185725,1.733488802790103,3.967500374943438,7.357514419376847,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.9216,-87.666455,38.92020343885363,7.059776489390887,7.269895445146555,2.726226442624058,0.6058389314149543,4.154259659458295,4.182042279418241,2.6654021542451023,3.7989260598535983,8.287252966220542,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.921965,-87.632085,39.9031019659351,8.650705973114569,8.563615327236537,4.311572347067814,2.3662771648615926,5.911151922319991,5.933768346378517,4.142881064032821,4.337694214718013,9.697736297142464,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.95469,-87.800991,33.49338817371906,0.9504790171150891,3.4331724959925265,3.161798069923306,4.522656994694796,0.1590355260202654,0.7835670007691468,5.681944490688678,5.490617401830997,2.5243462453904666,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.974089,-87.824812,31.757465079396034,0.006953724939104347,2.329896322791595,4.461213086667105,6.154820186269811,1.5773234972337526,2.2355205623871024,7.495906205084506,6.497030000050082,0.7784977897267964,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.994991,-87.769279,31.815868491670393,1.1937156419938433,0.20924834344577578,2.4988919713298707,4.653261495693901,2.0739797989447415,2.163643167768827,7.2706939161904405,3.6324293577193307,1.0926656135661472,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,41.999129,-87.795585,30.89614176949212,0.5385241837411163,0.7784996019129113,3.6890213425103657,5.846952024313268,2.3058533594565764,2.471452667356208,8.055156819862132,4.981624790536847,0.0013694617662985654,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-05-29,42.01743,-87.68776899999997,32.915492730273655,5.61233485329854,3.9133665558694433,3.600293630721462,4.884859884726112,5.965401992628356,5.927294517699871,8.467520390633398,1.3855639498530106,5.386406299596137,1553,1562,2241,2249,2263,2270,2271,2277,2284,2291
2007-06-05,41.662014,-87.72460799999998,53.65444437787434,21.42650991873783,4.919505888262939,19.152129589119042,17.63513022723221,15.63841615451243,17.26362974456617,6.542962047775822,6.717803477948875,22.56869112352532,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.682587,-87.707973,52.63380827366386,20.182382707102377,3.3126779618285678,17.737805953765008,16.208005253604583,14.31378253102802,15.93044275203343,5.092935244144586,5.267470862269162,21.460885185079906,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.688324,-87.676709,52.88517197001056,20.193796974605462,1.9880629639890592,17.455542519633998,15.872227197904204,14.237647928176385,15.824557280838153,3.4828906728358646,4.990094747390352,21.6568381392297,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.720848,-87.666014,51.06150996646789,18.234962074113465,0.16842406981758618,15.310063626692862,13.659711095026742,12.248105644474865,13.802109395947985,2.2611820832695644,3.031135082962676,19.84512359360096,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.723195,-87.64997,51.26990948367119,18.387334168363434,0.03866418991196899,15.31282684510065,13.569206794439436,12.399703522956798,13.921057218163048,1.4308505553418824,3.3809052168009393,20.087847698746675,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.725517,-87.61425799999998,51.95676516886198,19.033784439234243,0.9131837386937054,15.67270656573402,13.731873131762814,13.100160884331636,14.537135862382812,0.06509921536818804,4.734673603562848,20.896195326413746,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.731922,-87.677512,50.11849458830184,17.314920328261707,0.3445062829790505,14.46341155874035,12.864349872715685,11.333220855903228,12.898927858281835,2.8508245907854133,2.0818385610148837,18.8965555904163,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.732984,-87.649642,50.669839931228836,17.77277470798951,0.00912157852237917,14.658388727185567,12.899165560191836,11.789201238713684,13.298064779738526,1.4362916240912216,2.929726280520266,19.507599499467293,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.801498,-87.763416,43.94809703066369,11.610611403876533,6.555831740220831,9.60979120039275,8.391856923080383,5.96894432069694,7.6217503952194425,5.260132354978407,1.7154745655894892,12.766173224553327,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.846075,-87.716277,42.14861196967543,9.24168624223532,7.634282323002198,6.440451199028795,4.915850670966282,3.2633108683304393,4.777055054029693,1.9127538227472198,4.175676413054145,11.067328973089245,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.867108,-87.654224,42.43245122468743,9.84098679632629,8.55303942573569,5.89934280585179,3.76108748039428,4.915996396197671,5.653869840237368,2.7256715083176344,5.981222471216655,11.44605935418515,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.868077,-87.666901,42.038318236543105,9.345115679613466,8.63692941098998,5.531449524776608,3.533401973155246,4.274964297237292,5.078318121126176,2.088863252462847,5.850565367053173,11.003728431216198,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.869216,-87.627561,43.04169767931569,10.75360348823467,8.723615780723481,6.599378093038336,4.2904596921302485,6.207770504640385,6.782790993985983,3.97014605743393,6.711516110747172,12.227753024763304,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.878114,-87.629798,42.464724550646636,10.280337301532041,9.328768431020196,6.073637446558343,3.7432690604858445,5.994491337690163,6.434255228909374,3.7278567638355637,7.158116289956606,11.706419016421032,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.891118,-87.65449100000002,41.01961222113311,8.726464087385484,9.276544993647676,4.548745933167615,2.2546853044388637,4.690622353974839,4.942070783731846,2.437425220354196,5.970737248961604,10.177214906385814,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.896282,-87.655232,40.699077498589475,8.481519419907478,8.971282155751606,4.2619111220333075,1.9412827517485607,4.675002496691939,4.815499180413401,2.46180506692066,5.61289920179371,9.8945803686722,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.906638,-87.701431,38.842099689718644,6.1955506098944735,7.0795053950590106,2.3836124563894274,0.7824445097626559,2.342128658044979,2.348949855227635,0.7889973764848917,4.8516426363320635,7.804903296946806,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.907645,-87.760886,37.31904312635707,4.442607896347297,6.230935751330701,2.4797163824545194,2.409014265919672,0.00793159128333959,0.6339249441827974,2.047353825050412,5.762812765337882,6.291236156689148,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.916265,-87.800515,35.908415245989474,3.6040919754522065,5.290850909120175,3.5726712218098897,4.314188865074772,0.03483773633048366,2.6376070470637285,4.156949758424744,6.715178641622953,4.678627323821853,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.918705,-87.752329,36.840080197944935,3.9169564525922027,5.513120797497712,1.599173369935434,1.8333629041399828,0.37546754833543494,0.5250853835696998,2.160513447670095,4.883862386785484,5.822331585726845,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.919343,-87.694259,38.28118458784005,5.923284550069623,6.503569507371193,1.7493204685291652,0.0042459668353750715,2.7179324646064185,2.7486382591185725,1.733488802790103,3.967500374943438,7.357514419376847,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.9216,-87.666455,38.92020343885363,7.059776489390887,7.269895445146555,2.726226442624058,0.6058389314149543,4.154259659458295,4.182042279418241,2.6654021542451023,3.7989260598535983,8.287252966220542,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.921965,-87.632085,39.9031019659351,8.650705973114569,8.563615327236537,4.311572347067814,2.3662771648615926,5.911151922319991,5.933768346378517,4.142881064032821,4.337694214718013,9.697736297142464,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.932094,-87.700117,37.374229378825234,5.194627139768989,5.606789145688593,0.8848549762392233,0.03350360553469962,2.715279430694838,2.7856729853259026,2.5399934228526186,3.092348354710798,6.514816311203772,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.944869,-87.832763,33.435401378391255,1.952516359816503,2.717386148969391,4.85044481570207,5.99064605352126,0.7502696060582927,2.4888772086708553,6.5271693533592385,7.249880959550371,2.2598618807438786,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.948167,-87.730698,35.60802585785851,3.2852185635526485,3.8415826031176774,0.006243388518931419,1.0596125895914228,2.026816058524221,2.462775071158596,3.68142807216243,2.589038693225501,4.625204951621188,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.94983,-87.69845699999998,36.38768040461808,4.7909927916662305,4.7257539557170825,0.49687677491445553,0.31855484854455995,3.531125789882701,3.6290041532761226,3.767666067284379,1.8647422394175492,5.795879531697362,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.953067,-87.776792,34.15463149129106,1.2319263340918711,3.1209530645899743,1.9545018425416814,3.3117697398562504,0.07480982293298388,0.08593050327127826,4.815377825756062,4.3526666860713155,3.185160132781201,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.95469,-87.800991,33.49338817371906,0.9504790171150891,3.4331724959925265,3.161798069923306,4.522656994694796,0.1590355260202654,0.7835670007691468,5.681944490688678,5.490617401830997,2.5243462453904666,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.958271,-87.702575,35.78415830622747,4.451953125097019,4.172962213884085,0.2997776023072025,0.8135056165440803,3.62693008990984,3.880928709567975,4.338353046050401,1.3054952912861928,5.29517940674144,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.961743,-87.76007,34.03956277393213,1.5261973193122176,2.5146685687748995,1.0432495663348824,2.8283983268490633,1.0944100169554054,0.9377207165305418,4.9496726597295835,3.338790317910145,2.9612645168977494,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.963976,-87.69181,35.76543994771072,4.952308393915634,4.379108279516367,0.8650211596995239,1.2084847502947884,4.2916682417046506,4.446163759086569,4.7770886918592455,0.8837333642877543,5.587713500145435,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.974089,-87.824812,31.757465079396034,0.006953724939104347,2.329896322791595,4.461213086667105,6.154820186269811,1.5773234972337526,2.2355205623871024,7.495906205084506,6.497030000050082,0.7784977897267964,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.979243,-87.750938,33.232986209853195,1.8901794264064047,1.4569974067557951,1.0604744479180641,3.21755638408435,1.796829264346192,1.7494098032004608,5.967947581533793,2.6972283212433856,2.42402628833336,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.98196400000001,-87.812827,31.53492044351168,0.04458736050580308,2.221777146957136,3.9688743869424057,5.862682511448973,1.7212409348516593,1.9389157088905633,7.514908859743402,5.8604957120654735,1.0671724879746272,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.986921,-87.689778,34.53143170136049,5.030383222642329,3.86579185426337,1.6640479403746609,2.7811776580387004,4.896826067160361,4.812313371129605,6.362002433936642,0.05422959903376317,5.203999809879354,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.994469,-87.667736,34.797443705178274,6.197424771953601,4.877768049737871,2.829185078759451,3.378970945096565,6.134605012215072,6.0530412028131915,7.095679523485057,0.21280819188614225,6.274256085459875,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,41.999129,-87.795585,30.89614176949212,0.5385241837411163,0.7784996019129113,3.6890213425103657,5.846952024313268,2.3058533594565764,2.471452667356208,8.055156819862132,4.981624790536847,0.0013694617662985654,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,42.006858,-87.675919,33.8654135583647,5.943071074244931,4.4368197554701645,3.200141219659189,4.171262167038621,6.088755045141965,6.028142111642489,7.8333286460074705,0.6266447451323138,5.869349745904639,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
2007-06-05,42.011601,-87.81150600000002,29.748628830308192,1.006609521470421,1.1930575297008856,4.86228490870242,7.024509539111367,3.3724347621917645,3.55961516824271,9.198976102929128,5.8800705870836865,0.010705080803342457,1546,1555,2234,2242,2256,2263,2264,2270,2277,2284
